Run ID,Num Neurons,Embedding Size,Learning Rate,Num Heads,ROC-AUC,Precision,Recall,F1,EPR,ACC,#GT Edges,#Predicted Edges,#Overlapping in Top20,Dataset
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.517131301975052,0.02097902097902098,0.46153846153846156,0.04013377926421405,1.1153846153846154,0.5256198347107438,130,110,32,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5561642411642411,0.025981524249422634,0.5192307692307693,0.04948680351906158,1.653846153846154,0.5714049586776859,130,110,39,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5546550155925156,0.024243563239992483,0.49615384615384617,0.04622827450277728,1.5769230769230769,0.5600826446280992,130,110,33,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5631347453222453,0.02469879518072289,0.47307692307692306,0.046946564885496186,1.5384615384615385,0.5872727272727273,130,110,38,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5825021114864865,0.026392352452202825,0.48846153846153845,0.050078864353312304,1.8846153846153846,0.6018181818181818,130,110,37,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5924839202182952,0.026467971530249112,0.4576923076923077,0.05004205214465938,2.0,0.6266115702479339,130,110,37,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5859280795218295,0.02808860470427038,0.47307692307692306,0.05302866997197672,2.0769230769230766,0.6369421487603306,130,110,39,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5919302234927235,0.02872122179165717,0.4846153846153846,0.05422853453841188,2.0,0.6367768595041322,130,110,40,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.601117626039501,0.028424405782896348,0.4461538461538462,0.053443906933886204,2.230769230769231,0.6604132231404959,130,110,45,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5943371556652807,0.028462998102466792,0.46153846153846156,0.05361930294906166,2.230769230769231,0.6499173553719009,130,110,39,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.5920934576403326,0.028928658985045354,0.45384615384615384,0.05439041253745103,2.1153846153846154,0.6609090909090909,130,110,39,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.6182680938149687,0.03195701357466063,0.4346153846153846,0.059536354056902004,2.730769230769231,0.7049586776859504,130,110,43,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.6000721153846154,0.028636021100226075,0.43846153846153846,0.05376090544682858,2.307692307692308,0.6683471074380165,130,110,42,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.6319409433471934,0.03409436834094368,0.4307692307692308,0.06318758815232722,2.6153846153846154,0.7255371900826446,130,110,45,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.6339960693866944,0.037162162162162164,0.4230769230769231,0.06832298136645963,2.9615384615384612,0.7520661157024794,130,110,50,GRN100
8b9351ab-314e-4ff5-a771-d046bb75dd80,16,16,0.001,8,0.6280280340436591,0.03812027604337825,0.4461538461538462,0.07023917650620648,2.8846153846153846,0.746198347107438,130,110,48,GRN100
