Run ID,Num Neurons,Embedding Size,Learning Rate,Num Heads,ROC-AUC,Precision,Recall,F1,#GT Edges,#Predicted Edges,Top 20% Edges,#Overlapping in Top20,Model,EPR
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4850951506078751,0.018337078651685393,0.4473684210526316,0.03523011829721095,,,,,GAT_VGAE,1.030701754385965
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.5010859461300684,0.02069797661035827,0.48903508771929827,0.039715048975957255,,,,,GAT_VGAE,0.899122807017544
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4961029396549803,0.020242537313432837,0.4758771929824561,0.03883321403006442,,,,,GAT_VGAE,1.0526315789473684
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.5026265749999205,0.020150892942412377,0.46271929824561403,0.038619932277843876,,,,,GAT_VGAE,0.8114035087719299
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.5005317813336644,0.02082105676684345,0.4649122807017544,0.03985711599924798,,,,,GAT_VGAE,0.899122807017544
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4948830906767008,0.019904052260896192,0.4276315789473684,0.038037647517799665,,,,,GAT_VGAE,0.8552631578947368
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.49041878364483155,0.020532397853900125,0.43640350877192985,0.03921955065037446,,,,,GAT_VGAE,0.7894736842105263
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4913007915588281,0.019947780678851175,0.41885964912280704,0.038081945967500745,,,,,GAT_VGAE,0.8552631578947368
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.48948668651532656,0.019321597252039503,0.39473684210526316,0.036839950880065496,,,,,GAT_VGAE,0.8552631578947368
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4863850846950437,0.018791653009942094,0.37719298245614036,0.035799771047975854,,,,,GAT_VGAE,0.8552631578947368
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4886480527780166,0.01946710168569875,0.3925438596491228,0.037094601595689565,,,,,GAT_VGAE,0.7456140350877194
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4861223525835092,0.019789376229603056,0.375,0.03759481147631087,,,,,GAT_VGAE,0.5921052631578948
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4839026591951663,0.019618961215695167,0.3793859649122807,0.03730860470131551,,,,,GAT_VGAE,0.7894736842105263
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4810796071334206,0.01920838183934808,0.3618421052631579,0.03648021224850763,,,,,GAT_VGAE,0.7236842105263158
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.48330283213477343,0.019820038910505836,0.3574561403508772,0.037557603686635944,,,,,GAT_VGAE,0.7017543859649124
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4705966854170447,0.017655897821187077,0.3092105263157895,0.033404406538734895,,,,,GAT_VGAE,0.6798245614035088
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4910626812563072,0.020523138832997986,0.3355263157894737,0.038680318543799774,,,,,GAT_VGAE,0.5701754385964912
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.47594409466553333,0.01903636602336878,0.31798245614035087,0.035922209835253315,,,,,GAT_VGAE,0.7236842105263158
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4790530581580062,0.01791713325867861,0.2807017543859649,0.03368421052631579,,,,,GAT_VGAE,0.5701754385964912
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.47927142127228795,0.01836587129428778,0.27850877192982454,0.034459367792701125,,,,,GAT_VGAE,0.5263157894736842
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4809501312367291,0.018674001158077592,0.28289473684210525,0.03503530689842477,,,,,GAT_VGAE,0.5043859649122807
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.48201130633469896,0.017740429505135387,0.25,0.03312990409764603,,,,,GAT_VGAE,0.5701754385964912
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.47668473857707233,0.01866549088771311,0.27850877192982454,0.0349862258953168,,,,,GAT_VGAE,0.7456140350877194
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.47497971560865504,0.016758940595540926,0.24561403508771928,0.03137694354951674,,,,,GAT_VGAE,0.6359649122807018
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4687712891601167,0.01612398246712586,0.22587719298245615,0.03009935710111046,,,,,GAT_VGAE,0.6359649122807018
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.47474299805492687,0.01782896812874724,0.24780701754385964,0.03326464527524286,,,,,GAT_VGAE,0.5921052631578948
c128ff3b-a896-4b20-98d9-5c1275ce6e6f,512,16,0.0005,8,0.4763608250007163,0.015582191780821918,0.19956140350877194,0.028907242693773826,,,,,GAT_VGAE,0.5263157894736842
