Run ID,Epoch,BCE_Loss,KL_Loss,Total_Loss
479eea02-14bb-4e41-8933-4a2e9022b2ec,0,0.6964804530143738,0.2408093512058258,1.057694435119629
479eea02-14bb-4e41-8933-4a2e9022b2ec,1,0.6955333352088928,0.16364505887031555,0.9410009384155273
479eea02-14bb-4e41-8933-4a2e9022b2ec,2,0.695202112197876,0.14428503811359406,0.9116296768188477
479eea02-14bb-4e41-8933-4a2e9022b2ec,3,0.6951313614845276,0.13656161725521088,0.8999737501144409
479eea02-14bb-4e41-8933-4a2e9022b2ec,4,0.6946370005607605,0.13107864558696747,0.8912549614906311
479eea02-14bb-4e41-8933-4a2e9022b2ec,5,0.6941962242126465,0.12513171136379242,0.8818937540054321
479eea02-14bb-4e41-8933-4a2e9022b2ec,6,0.69361412525177,0.1235891804099083,0.8789979219436646
479eea02-14bb-4e41-8933-4a2e9022b2ec,7,0.6928650736808777,0.12070291489362717,0.8739194273948669
479eea02-14bb-4e41-8933-4a2e9022b2ec,8,0.6928669810295105,0.11450522392988205,0.8646247982978821
479eea02-14bb-4e41-8933-4a2e9022b2ec,9,0.6921994090080261,0.10989823937416077,0.8570467829704285
479eea02-14bb-4e41-8933-4a2e9022b2ec,10,0.6916881203651428,0.1066347062587738,0.8516401648521423
479eea02-14bb-4e41-8933-4a2e9022b2ec,11,0.691234290599823,0.10309608280658722,0.8458784222602844
479eea02-14bb-4e41-8933-4a2e9022b2ec,12,0.6909610629081726,0.10002704709768295,0.8410016298294067
479eea02-14bb-4e41-8933-4a2e9022b2ec,13,0.6912850141525269,0.09752161055803299,0.8375674486160278
479eea02-14bb-4e41-8933-4a2e9022b2ec,14,0.6899282932281494,0.09491094946861267,0.8322947025299072
479eea02-14bb-4e41-8933-4a2e9022b2ec,15,0.6902351379394531,0.0915202721953392,0.8275155425071716
479eea02-14bb-4e41-8933-4a2e9022b2ec,16,0.689582347869873,0.08781082183122635,0.8212985992431641
479eea02-14bb-4e41-8933-4a2e9022b2ec,17,0.6893662214279175,0.08447807282209396,0.8160833120346069
479eea02-14bb-4e41-8933-4a2e9022b2ec,18,0.6885942220687866,0.08182871341705322,0.8113372921943665
479eea02-14bb-4e41-8933-4a2e9022b2ec,19,0.688772976398468,0.07950129359960556,0.8080248832702637
479eea02-14bb-4e41-8933-4a2e9022b2ec,20,0.6881545186042786,0.07691466808319092,0.8035265207290649
479eea02-14bb-4e41-8933-4a2e9022b2ec,21,0.687857985496521,0.07401952892541885,0.7988872528076172
479eea02-14bb-4e41-8933-4a2e9022b2ec,22,0.6868414878845215,0.0710761621594429,0.7934557199478149
479eea02-14bb-4e41-8933-4a2e9022b2ec,23,0.6880013942718506,0.06831196695566177,0.7904693484306335
479eea02-14bb-4e41-8933-4a2e9022b2ec,24,0.6860289573669434,0.06569736450910568,0.7845749855041504
479eea02-14bb-4e41-8933-4a2e9022b2ec,25,0.6851716637611389,0.06305574625730515,0.7797552943229675
479eea02-14bb-4e41-8933-4a2e9022b2ec,26,0.6868457794189453,0.060381483286619186,0.7774180173873901
