Run ID,Num Neurons,Embedding Size,Learning Rate,Num Heads,ROC-AUC,Precision,Recall,F1,EPR,ACC,#GT Edges,#Predicted Edges,#Overlapping in Top20,Dataset
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.513074974012474,0.022928608650338717,0.5076923076923077,0.043875685557586835,0.9230769230769231,0.5245454545454545,130,110,29,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5490680223492723,0.0236784140969163,0.49615384615384617,0.045199719691660825,1.3461538461538463,0.5495867768595041,130,110,30,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5537163786382537,0.024254090471607315,0.4846153846153846,0.0461961503208066,1.6923076923076923,0.57,130,110,35,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5843662292099792,0.027584754685196885,0.5038461538461538,0.052305849470952286,2.3461538461538463,0.6076859504132232,130,110,38,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5934345764033264,0.027871431782423017,0.47692307692307695,0.052665109365045655,2.3461538461538463,0.6313223140495868,130,110,37,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5878992333679834,0.028468142792589246,0.4846153846153846,0.05377720870678617,2.230769230769231,0.6335537190082645,130,110,40,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6051763903326404,0.03145121347201585,0.48846153846153845,0.05909725453699395,2.5384615384615383,0.6657851239669421,130,110,41,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5946930223492723,0.02845330739299611,0.45,0.0535224153705398,2.5384615384615383,0.6580165289256198,130,110,39,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6130186135654886,0.03282626100880705,0.47307692307692306,0.06139256301472423,2.8461538461538463,0.6891735537190082,130,110,45,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6155522349272349,0.030889067955949503,0.4423076923076923,0.05774541802661311,2.6538461538461537,0.6898347107438016,130,110,43,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6207667944386694,0.03622047244094488,0.4423076923076923,0.06695778748180495,2.9230769230769234,0.7351239669421488,130,110,48,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.5889749545218296,0.02888781896966779,0.46153846153846156,0.05437245129134572,2.1153846153846154,0.6550413223140495,130,110,40,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.649033264033264,0.049663299663299666,0.45384615384615384,0.08952959028831563,3.423076923076923,0.8016528925619835,130,110,56,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6348593425155925,0.04199475065616798,0.4307692307692308,0.07652886914929963,2.9615384615384612,0.7766115702479339,130,110,48,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6529835304054055,0.05288888888888889,0.4576923076923077,0.09482071713147411,3.5384615384615383,0.8122314049586777,130,110,61,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6270206925675677,0.043968432919954906,0.45,0.08010955152345087,3.0384615384615383,0.7779338842975206,130,110,51,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6359245062370062,0.04524886877828054,0.4230769230769231,0.08175399479747306,3.3846153846153846,0.7957851239669421,130,110,52,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6377689708939709,0.04950936663693131,0.4269230769230769,0.08872901678657075,3.5000000000000004,0.8115702479338843,130,110,57,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6410391761954263,0.05751115518096182,0.4461538461538462,0.10188844971453667,3.5384615384615383,0.8309917355371901,130,110,56,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6270163071725572,0.04864864864864865,0.45,0.08780487804878048,3.423076923076923,0.7990909090909091,130,110,51,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6463019750519751,0.06558328496807893,0.4346153846153846,0.11396873424104892,3.8461538461538463,0.854793388429752,130,110,58,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6527991813929315,0.07174887892376682,0.4307692307692308,0.12300933552992861,3.9615384615384612,0.8680165289256199,130,110,59,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6438328352390852,0.06742925948223961,0.4307692307692308,0.1166059344091619,3.923076923076923,0.8597520661157024,130,110,60,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6553308536902287,0.07671043538355218,0.4269230769230769,0.13005272407732865,4.0,0.8772727272727273,130,110,58,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6521840891372142,0.07525423728813559,0.4269230769230769,0.12795389048991354,3.9615384615384612,0.8749586776859504,130,110,60,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6463094464656965,0.0733822548365577,0.4230769230769231,0.12507106310403637,3.8461538461538463,0.872809917355372,130,110,60,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6491342905405405,0.08154188287620459,0.4230769230769231,0.13673088875077688,3.9615384615384612,0.8852066115702479,130,110,59,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6360433991683991,0.06925031766200762,0.41923076923076924,0.11886586695747,3.9615384615384612,0.8664462809917355,130,110,58,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6441476091476092,0.08214016578749057,0.41923076923076924,0.13736609955891618,3.9615384615384612,0.8868595041322314,130,110,59,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6573593425155924,0.08494208494208494,0.4230769230769231,0.1414790996784566,4.0,0.8896694214876033,130,110,61,GRN_100
c3a3dca7-0c52-4894-ad86-f7c60f8acfda,16,16,0.001,8,0.6586177884615385,0.08295625942684766,0.4230769230769231,0.13871374527112232,3.884615384615385,0.8871074380165289,130,110,57,GRN_100
