Run ID,Num Neurons,Embedding Size,Learning Rate,Num Heads,ROC-AUC,Precision,Recall,F1,EPR,ACC,#GT Edges,#Predicted Edges,#Overlapping in Top20,Dataset
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5117970234721434,0.001867073415614,0.49022346368715086,0.003719978856530431,1.1208100558659218,0.5186976,1432,1250,320,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5294634302052301,0.0019487030094592704,0.48114525139664804,0.003881684673683558,1.312849162011173,0.5473632,1432,1250,351,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5398250824759127,0.0019933515861802107,0.4748603351955307,0.00397003789050869,1.4664804469273742,0.56325632,1432,1250,368,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.549105480448482,0.0020336400487466553,0.46787709497206703,0.004049678065704516,1.4909217877094971,0.57817536,1432,1250,389,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5595412191311191,0.0021344107932047716,0.46997206703910616,0.004249522086622688,1.655027932960894,0.59629376,1432,1250,392,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5691011570870618,0.0021834929260130544,0.46019553072625696,0.0043463636303678254,1.7912011173184357,0.61353728,1432,1250,427,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5747488534461221,0.0022312773382493997,0.4581005586592179,0.004440924199652038,1.9378491620111733,0.62352384,1432,1250,425,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5841116937052896,0.0023542721689473116,0.4577513966480447,0.004684451622585417,2.0460893854748603,0.64345472,1432,1250,455,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5937964469230614,0.0024415452421390075,0.44622905027932963,0.004856518013387726,2.2451117318435756,0.66480192,1432,1250,482,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.5942882623675791,0.0024739042689815665,0.44727653631284914,0.004920592545359912,2.2206703910614527,0.66841152,1432,1250,478,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6029127807088522,0.0025840319865662945,0.44273743016759776,0.0051380756528962455,2.346368715083799,0.68573824,1432,1250,492,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.613777057398481,0.0028684464124108266,0.4437849162011173,0.0057000500043725795,2.541899441340782,0.71621184,1432,1250,530,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6168855136218865,0.0029651087481306153,0.4395949720670391,0.00589048562585825,2.608240223463687,0.72803136,1432,1250,539,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6203537296057376,0.003041310731934006,0.43645251396648044,0.00604052953698133,2.6745810055865924,0.73672256,1432,1250,550,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6248271611821872,0.0032271286337624064,0.43435754189944137,0.006406657980254722,2.8107541899441344,0.75305088,1432,1250,561,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.628385161961441,0.0034307743510095406,0.43191340782122906,0.0068074755657303865,2.9329608938547485,0.768992,1432,1250,575,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.633632982011266,0.003777608250075828,0.4305167597765363,0.007489499211871433,3.083100558659218,0.7908512,1432,1250,617,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6367500707056901,0.004012620552430582,0.4231843575418994,0.007949860779047,3.201815642458101,0.80640832,1432,1250,621,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6390858613903264,0.004103111808106857,0.4238826815642458,0.008127550320181297,3.2576815642458103,0.81036224,1432,1250,628,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6408199761544418,0.0045399469317014066,0.4134078212290503,0.008981263748767352,3.42877094972067,0.83277312,1432,1250,634,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6441009321384273,0.0051930711258076365,0.40467877094972066,0.010254549958857932,3.624301675977654,0.85681408,1432,1250,661,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6437975147574546,0.005393040409756932,0.3959497206703911,0.010641142937574776,3.662709497206704,0.86504512,1432,1250,658,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.645280039540382,0.0062462142051358995,0.3924581005586592,0.012296718504701525,3.770949720670391,0.8844384,1432,1250,659,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6461909768497982,0.007143641448621975,0.3861731843575419,0.014027789228027675,3.8756983240223466,0.900496,1432,1250,661,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460808513069324,0.007810223646713524,0.38372905027932963,0.015308858661206182,3.8931564245810057,0.90951744,1432,1250,663,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6465266653377265,0.007913014598645546,0.38268156424581007,0.015505411331965764,3.907122905027933,0.91092608,1432,1250,668,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6464042747436799,0.008221321278404177,0.3816340782122905,0.016095897975863516,3.9001396648044695,0.91448,1432,1250,666,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6466970219521284,0.008250625961567467,0.3819832402234637,0.016152369703233426,3.9001396648044695,0.91470592,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6470128662452121,0.008315676759392158,0.3823324022346369,0.01627732397820771,3.907122905027933,0.91529408,1432,1250,672,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6459503780765075,0.008311996170707431,0.3819832402234637,0.016269956350711254,3.9141061452513966,0.91533248,1432,1250,661,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6464395503521801,0.00832217624148004,0.3819832402234637,0.016289458010720667,3.8966480446927374,0.91543552,1432,1250,665,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6461182276374802,0.008322239549655776,0.3819832402234637,0.016289579285134644,3.8966480446927374,0.91543616,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.645973582060997,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8966480446927374,0.91543808,1432,1250,667,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6459858613281789,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9036312849162007,0.91543808,1432,1250,663,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6464855550120769,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9210893854748603,0.91543808,1432,1250,667,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460095186575979,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.907122905027933,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6465488735304891,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.928072625698324,0.91543808,1432,1250,665,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6463277544851068,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9141061452513966,0.91543808,1432,1250,663,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6467885501666119,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9210893854748603,0.91543808,1432,1250,666,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6463312494946715,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.928072625698324,0.91543808,1432,1250,667,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6466877325227413,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9141061452513966,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6466276046571373,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9141061452513966,0.91543808,1432,1250,653,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6457994961528483,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9036312849162007,0.91543808,1432,1250,665,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6455976883701597,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8931564245810057,0.91543808,1432,1250,661,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6462906943766394,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8861731843575416,0.91543808,1432,1250,664,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6458733727948281,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9141061452513966,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460759588756141,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9036312849162007,0.91543808,1432,1250,660,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.645450054634937,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8861731843575416,0.91543808,1432,1250,660,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460621034232584,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.910614525139665,0.91543808,1432,1250,664,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460443506596891,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8931564245810057,0.91543808,1432,1250,670,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6460614408680391,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9036312849162007,0.91543808,1432,1250,657,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6462426004122707,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.9141061452513966,0.91543808,1432,1250,654,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6461159950536229,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.910614525139665,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6459029847259448,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8896648044692737,0.91543808,1432,1250,657,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6467363865080193,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.910614525139665,0.91543808,1432,1250,667,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6463154180181079,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.928072625698324,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6458023141673179,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8896648044692737,0.91543808,1432,1250,662,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6461465967318674,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.928072625698324,0.91543808,1432,1250,664,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.646035692219282,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.907122905027933,0.91543808,1432,1250,654,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.6461879317151156,0.008322429479962267,0.3819832402234637,0.016289943119211413,3.8931564245810057,0.91543808,1432,1250,654,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,16,0.001,8,0.646078908304145,0.008322429479962267,0.3819832402234637,0.016289943119211413,0.3819832402234637,0.91543808,1432,1250,655,GRN_1000
1e9587c9-da1d-4987-afc9-f022d1ffb943,16,8,0.0005,8,0.5179099118391556,0.001940075528074034,0.5223463687150838,0.003865792900998491,1.0405027932960893,0.50657536,1432,1250,293,GRN_1000
